Title,Abstract,Year,Author,Keywords,Journal,CLC,Removal_Reason
中山大学商学院诚聘海内外高层次人才,"中山大学由孙中山先生创办,有着一百多年办学传统。作为教育部直属高校,通过部省共建,中山大学已经成为一所国内一流、国际知名的现代综合性大学。由广州校区、珠海校区、深圳校区三个校区的五个校园及十家附属医院组成。中山大学正在向世界一流大学迈进,努力成为全球学术重镇。中山大学商学院是学校在深圳校区成立的首家人文社科学院。学院依托学校强大的学科综合优势,厚植于学校经管学科积淀,以服务国家创新驱动发展战略为导向,致力于金融市场和商业管理等领域研究,重点建设理论经济学、应用经济学和工商管理三个一级学科。",2022,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立“中国信息经济学乌家培资助计划”,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2021年分别进行了第一至六届乌家培资助计划的评选。",2022,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第七届中国信息经济学乌家培资助计划(2022)评选公告,"【评选条件】(1)评选对象需在国内外学术期刊发表信息经济和信息管理领域的论文(发表时间不限),其中代表作3-5篇(第一或通讯作者);(2)代表作具有重要的学术创新性和影响力;(3)评选对象为具有中华人民共和国国籍、2022年7月31日前不超过45周岁的学者。【资助计划】资助人数为1-3名,资助总额为20万元人民币。【获资助者博士生团队持续资助机制】本年获资助者指导的博士生团队,次年自然获得“中国信息经济学乌家培优秀博士生计划”,资助总额为10万元人民币,后续资助根据首次资助后的学术创新成效而定。",2022,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
欢迎报名参加2022年系列“学术研究与论文写作”研修班,"2022年第一期“学术研究与论文写作”研修班为进一步推动学术界对数字经济的深入研究,《管理世界》经济研究院拟定于2022年4月9日~10日在北京市举办2022年第一期“学术研究与论文写作”研修班,研修班聚焦数字经济,由北京师范大学经济与工商管理学院协办。2022年第二期“学术研究与论文写作”研修班为了推广质性研究方法在学术研究中的应用,",2022,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,",2022,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
2021中国信息经济学乌家培资助计划公告,"2021中国信息经济学乌家培资助计划授予南京审计大学经济学院张军教授、北京大学经济学院吴泽南副教授和北京大学光华管理学院王翀副教授。张军教授对拓展市场设计中公平、效率及参与约束的关系研究做出了重要贡献,吴泽南副教授对竞赛理论和保险市场的经济学分析进行了开创性研究,王翀副教授对社交媒体、平台机制设计和数据治理等进行了前沿探索,他们的理论创新将会在学术界产生重要而广泛的影响。",2022,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第五届“张培刚发展经济学青年学者奖”评选公告,"为促进中国经济学学术进步,推动经济学学科建设,鼓励经济学青年人才的成长,提高中国经济研究水平,张培刚发展经济学研究基金会特设立“张培刚发展经济学青年学者奖”奖励计划。张培刚发展经济学青年学者奖每年评选一次,坚持公开、公平、公正的原则,重在发现和表彰在发展经济学及相关领域拥有创新性的学术研究成果并且具有较强科研潜力的中国青年经济学者。本奖评选不收取任何费用。",2022,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
主编寄语,"新年伊始,万象更新!刚刚过去的2021年,是党和国家历史上具有里程碑意义的一年。全国人民隆重庆祝中国共产党成立一百周年,实现第一个百年奋斗目标,开启向第二个百年奋斗目标进军新征程,沉着应对百年变局和世纪疫情,构建新发展格局迈出新步伐,高质量发展取得新成效,实现了“十四五”良好开局。今年将召开党的二十大,这是党和国家政治生活中的一件大事。迎接党的二十大胜利召开,要保持平稳健康的经济环境,扎实做好经济工作。",2022,黄群慧,,经济研究,,公告、招聘、宣传或编辑性材料
《经济研究》关于稿件写作的几点说明,"【中文内容】1.请作者自觉规范引用各类文献(包括法律或政策文件、数据库、图片、手稿等)参考文献内容引用务必合法、真实、相关、准确、完整;参考文献来源信息(如文献的作者姓名、译者姓名、标题、类别、出版年份、版本或印次、出版单位、网络链接等)列示务必真实、完整、确切、详细。2.请作者自觉保证所做研究的依据、过程、结果的真实性、准确性、完整性、逻辑性,自觉确认所做研究与以往相关研究的区别作者投予本刊的稿件,无论最终是否在本刊发表,若被发现存在故意抄袭或造假等学术不端情况,已发表的,本刊将声明撤消,未发表的,本刊将中止评审流程。",2022,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
从党的百年奋斗重大成就和历史经验总结中思考推进中国经济学“三大体系”建设——学习贯彻党的十九届六中全会精神笔谈,"中国共产党第十九届中央委员会第六次全体会议,是在重要历史关头召开的一次具有重大历史意义的会议。会议审议通过了《中共中央关于党的百年奋斗重大成就和历史经验的决议》(简称《决议》)。全会认为,总结党的百年奋斗重大成就和历史经验,是在建党百年历史条件下开启全面建设社会主义现代化国家新征程、在新时代坚持和发展中国特色社会主义的需要;是增强政治意识、大局意识、核心意识、看齐意识,坚定道路自信、理论自信、制度自信、文化自信,",2021,黄群慧;刘尚希;张车伟;张晓晶;杨开忠;胡滨;闫坤,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
国家一流培育学科:湖南师范大学理论经济学科,"湖南师范大学理论经济学科是湖南省政府确定的国家一流培育学科。2018年获理论经济学一级学科博士点,2019年获批博士后流动站,并获经济学国家一流本科专业。根据""2020软科排名"",本学科居全国高校第26位、师范类高校第3位。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
“经济研究·高层论坛2021暨经济学动态·大型研讨会2021”在京召开,"为积极推动中国经济问题研究和助力中国经济发展,加快构建中国特色经济学的学科体系、学术体系、话语体系,由中国社会科学院经济研究所主办的2021年度""经济研究·高层论坛暨经济学动态·大型研讨会""于10月22—23日在北京召开。本届会议由经济研究杂志社和经济学动态杂志社联合承办,中国社会科学出版社、《中国经济史研究》编辑部、《经济思想史学刊》编辑部、中国社会科学院大学经济学院协办,主题为""新阶段、新理念、新格局——迈向新征程的中国经济""。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
加入岭南·成就卓越——中山大学岭南学院,"中山大学于1924年由孙中山先生创办,历来是中国学术与文化重镇和人才培养高地。中山大学岭南学院地处粤港澳大湾区腹地,是一所国内一流、国际知名的经济学院,秉承中山大学""德才兼备、领袖气质、家国情怀""的育人理念和""作育英才,服务社会""的岭南传统,致力于经济学的教学与研究。学院将""立德树人""作为根本任务,为中国乃至全球培养具有人文精神、全球视野的经济学人才。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
《经济研究》微信公众号与网站所推送中文梗概的写作要求,"为了及时推广所刊发文章的学术贡献,《经济研究》编辑部将选择部分所刊发文章,以本刊微信公众号(erjweixin)与网站(www.erj.cn)推送其中文梗概。中文梗概具体写作要求如下:1.本梗概用于《经济研究》微信公众号和网站推广,主要面向国内读者。因此,中文梗概可以不同于(Summary)的中文翻译版。为了增强可读性,扩大读者群体,明确学术贡献,使读者完整、准确、便捷地理解文章,作者可在英文梗概中文翻译版的基础上适当修改和扩充一些内容。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
建党百年中国经济学思想与理论研究——首届中国经济学思想与理论研讨会综述,"2021年是中国共产党成立100周年,是""十四五""规划开局之年,是我国全面建成小康社会、实现第一个百年奋斗目标之后,乘势而上开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的元年。站在新的历史起点上,在百年未有之大变局中,中国经济学研究亦面临前所未有的机遇与挑战。为倡导与鼓励中国经济学者就中国经济学的发展进行深度的思想与理论探讨,《经济研究》编辑部、北京工商大学国际经管学院、中国人民大学国家经济学教材建设重点研究基地、",2021,陈丽莉;郭毅;张璐;于明哲,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
青年经济学者论文奖(2021)评选公告,"为了更全面、更具体、更及时地评价与奖励,在经济思想、理论、政策及研究方法等方面,在经济学各个学科领域,作出杰出原创性贡献的中国青年学者,促进中国经济理论研究和政策研究的繁荣与发展,同时体现""中国青年经济学者论坛""20周年以来的学术影响力、培养力、传播力,经中国青年经济学者论坛学术理事会全体成员单位集体讨论,经与支持单位嘉实基金协商,现共同决定,自2021年起,恢复评选""青年经济学者论文奖""。本奖项每年评选一次。同时,现有的""青年经济学家奖"",改为每两年评选一次。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
人才政策、研发人员招聘与企业创新,"本文基于580多万条上市公司互联网招聘数据,分析了近年来各地出台的人才政策,对企业研发人员招聘和企业创新的影响。研究发现:第一,受到人才政策影响的公司,研发人员招聘数量显著上升;第二,政策类型层面,这一效应随着人才政策补贴力度和门槛要求的不同而变化,补贴力度越大、门槛要求越低,则效果越显著;第三,企业特征层面,对于高新技术企业、公司治理更好的企业以及非国有企业,人才政策的效果更加显著;第四,城市特征层面,经济发展状况越好、行政级别越高、科研配套环境更好的城市,人才政策效果更显著;最后,人才政策出台后,企业的研发投入、专利产出和研发效率也显著提升。本文从研发人员招聘的角度,为人才政策对企业创新的影响效果、具体机制和边界条件提供了微观证据,扩充了政府和制度因素对企业创新的影响效果方面的研究,并为加快建设人才强国、深入实施创新驱动发展战略、实现经济转型升级提供了借鉴。",2021,孙鲲鹏;罗婷;肖星,人才政策;研发人员招聘;企业创新,经济研究,,公告、招聘、宣传或编辑性材料
第四届张培刚发展经济学青年学者奖颁奖典礼暨“后小康时代的中国经济发展”论坛公告,"第四届张培刚发展经济学青年学者奖结果现已产生。获奖者名单(按获奖者姓氏拼音排序)特公告如下:第四届张培刚发展经济学青年学者奖颁奖典礼将于2021年11月6日(星期六)在华中科技大学举行。届时还将召开""后小康时代的中国经济发展""论坛。2021年正值建党百年大庆。在百年庆典上,习近平总书记庄严宣告:经过全党全国各族人民持续奋斗,我们实现了第一个百年奋斗目标,在中华大地上全面建成了小康社会,历史性地解决了绝对贫困问题,正在意气风发向着全面建成社会主义现代化强国的第二个百年奋斗目标迈进。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
新发展格局中的收入分配政策优化方向与路径——第四届中国居民收入与财富分配论坛综述,"2021年4月25日,第四届中国居民收入与财富分配论坛在中南财经政法大学隆重召开。本届论坛由经济研究杂志社、教育部与科技部""收入分配与现代财政学科创新引智基地""以及中南财经政法大学财政税务学院联合主办。来自北京大学、清华大学、浙江大学、复旦大学、中国人民大学、武汉大学、华中科技大学、山东大学、吉林大学、中央财经大学、中南财经政法大学等高校与科研机构的100多名专家学者出席了本届论坛。本届论坛致力于为推进中国居民收入与财富分配相关研究开拓新视野、提供新方法、贡献新观点。",2021,杨灿明;孙群力;鲁元平,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
新时代中国特色社会主义经济学研究的新进展——第二十届中国青年经济学者论坛综述,"尽管受到新冠疫情的影响,第二十届中国青年经济学者论坛仍然于2020年12月19—20日在中山大学隆重举行。本届论坛由中国社会科学院经济研究所经济研究杂志社、北京大学光华管理学院、武汉大学经济与管理学院和中山大学岭南(大学)学院主办,论坛主题是""新时代、新起点、新希望""。本届论坛共收到来自国内外青年经济学者的投稿论文430篇,其中英文论文48篇。经过两轮评审,119篇中文论文、9篇英文论文入选了本届论坛。来自国内数十所高校和科研机构的近200位经济学者齐聚一堂,就新时代如何发展和繁荣中国特色社会主义经济学理论以及当前国内外经济中的重大理论和现实问题进行了广泛的讨论和深入的交流。",2021,彭玉磊;朱传奇;刘乐淋,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
嘉兴学院商学院诚聘英才,"嘉兴学院坐落于历史悠久,经济发达的历史文化名城嘉兴,地处东南沿海、长三角中心腹地,东接上海、北邻苏州、西连杭州、南濒杭州湾,区位优势独特,产业发达、经济繁荣,是中国革命红船的起航地、江南文化发源地、世界互联网大会永久会址地、浙江省全面接轨上海示范区。嘉兴经济发达,2020年GDP总量排名全国城市50强的第41位。嘉兴学院是浙江省省属高校,全日制在校生15600余人,教职工1700余人,全职院士3人,柔性聘用院士6人。嘉兴学院由原浙江经济高等专科学校和嘉兴高等专科学校合并组建的普通本科高校,先后隶属于国家重工业部、冶金部、中国有色金属工业总公司,被誉为中国有色行业经济管理人才的""摇篮""。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
华南农业大学农林经济管理学科简介,"一、学科概况华南农业大学农林经济管理学科历史悠久,积淀深厚。最早源于1910年广东农业教员讲习所开设""农业理财学课程"",1984年获批硕士学位授权点,1993年获批农业经济管理博士学位授权点,2003年获批农林经济管理一级学科博士学位授权点。本学科在温思美、罗必良等杰出学者的带领下不断发展壮大,现拥有专任教授54人,其中国家级人才2人、省级人才7人。农林经济管理学科2001年和2007年相继被遴选为国家重点学科。农林经济管理专业2019年入选国家级一流本科专业建设点。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
青年经济学者论文奖(2021)评选公告,"为了更全面、更具体、更及时地评价与奖励,在经济思想、理论、政策及研究方法等方面,在经济学各个学科领域,作出杰出原创性贡献的中国青年学者,促进中国经济理论研究和政策研究的繁荣与发展,同时体现""中国青年经济学者论坛"" 20周年以来的学术影响力、培养力、传播力,经中国青年经济学者论坛学术理事会全体成员单位集体讨论,经与嘉实基金协商,现共同决定,自2021年起,恢复评选""青年经济学者论文奖""。本奖项每年评选一次。同时,现有的""青年经济学家奖"",改为每两年评选一次。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国共产党与中国特色社会主义政治经济学——庆祝中国共产党成立一百周年笔谈,"2021年是中国共产党成立一百周年,是""十四五""规划开局之年,是实现""第一个百年""奋斗目标、乘胜而上开启全面建设社会主义现代化国家新征程的元年。站在""两个一百年""奋斗目标的历史交汇点上,立足新发展阶段,贯彻新发展理念,中国需要更高质量的经济增长、更高水平的改革开放、更加可持续的经济发展。无论世界百年未有之大变局下外部环境如何荆棘丛生,也不能改变实现中华民族伟大复兴的共产党人初心。今天中国开启全面建设社会主义现代化国家新征程,在新阶段、新理念与新发展格局下,一系列重大理论和实践问题亟待深入研究。为了庆祝中国共产党成立一百周年,在回顾中国共产党团结带领全国人民进行艰苦卓绝、不懈奋斗光辉历程的基础上,对中国共产党百年历史进程中的精神财富进行挖掘和整理,系统总结中国共产党领导革命、建设、改革开放的历史经验,本刊特邀请我国经济学领域著名的专家学者撰写一组主题为""中国共产党与中国特色社会主义政治经济学""的庆祝中国共产党成立一百周年笔谈文章,以飨读者。",2021,谢伏瞻;马建堂;洪银兴;江小涓;逄锦聚;韩保江;姚树洁;简新华,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
新阶段·新理念·新格局迈向新征程的中国经济,"新中国成立70多年来,在中国共产党的坚强领导下,全国各族人民团结一心,迎难而上,开拓进取,奋力前行,从封闭落后迈向开放进步,从温饱不足迈向全面小康,从积贫积弱迈向繁荣富强,创造了一个又一个人类发展史上的伟大奇迹,中华民族迎来了从站起来、富起来到强起来的伟大飞跃,正阔步走在中华民族伟大复兴的新征程上。2021年是中国共产党成立100周年,是我国现代化建设进程中具有特殊重要性的一年,是""十四五""规划开局之年,是我国全面建成小康社会、实现第一个百年奋斗目标之后,乘势而上开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的元年。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
深入贯彻落实习近平总书记在哲学社会科学工作座谈会上的重要讲话精神加快构建中国特色管理学体系,"2016年5月17日,习近平总书记在哲学社会科学工作座谈会上发表了重要讲话。为深入贯彻落实习近平总书记的重要讲话精神,推动建设中国特色、中国风格、中国气派的管理学体系,2021年5月15日管理世界杂志社在北京举办""加快构建中国特色管理学体系""研讨会。管理世界杂志社社长李志军、总编辑尚增健主持研讨会。来自清华大学、北京大学、中国社会科学院、中国科学院大学、中国人民大学、浙江大学、复旦大学、南开大学、南京大学、山东大学、北京航空航天大学、上海财经大学、上海外国语大学、首都经济贸易大学、江西财经大学、华南农业大学、安徽大学、西交利物浦大学等高校、科研机构的25位专家参加研讨,大家踊跃发言、会场气氛热烈。来自全国高校和科研机构等单位的70多位代表参加了这次研讨会。管理世界杂志社社长李志军表示,管理世界杂志社积极响应习近平总书记2016年5月17日在哲学社会科学工作座谈会上的重要讲话精神,心怀""国之大者"",重视发挥期刊引领创新作用,愿意与广大管理学领域科研工作者共同努力,为加快构建中国特色管理学体系贡献力量。与会专家围绕推动建设中国特色、中国风格、中国气派管理学体系展开深入研讨与交流,高度评价管理世界杂志社近年来在展示管理学高水平研究成果、促进管理学科研新秀成长、推动构建中国特色管理学体系等方面发挥的引领作用。专家们纷纷表示,加快构建中国特色管理学体系是管理学科研工作者的时代使命,应坚守学者初心,准确把握新发展阶段,全面贯彻新发展理念,修炼好中国特色管理学的""内功"",以高质量学术成果服务高质量发展目标。弘扬不唯洋、不唯书、只唯实的学风文风,聚焦新时代、大场景、真问题,关注管理的时代化和中国化趋势,深入挖掘和提炼中国制度情境下的管理实践创新和理论故事,全面总结管理学理论在中国发展的现实道路,为新时代高质量发展提供有价值的本土管理学理论供给,推动构建中国管理学的国际话语权,为丰富世界管理学研究积极贡献中国理论与中国智慧。现将参会专家发言要点刊登如下,以飨读者。",2021,王永贵;汪寿阳;吴照云;吴晓波;毛基业;戚聿东;张维;苏宗伟;朱旭峰;杨开峰;杨立华;席酉民;李新春;张玉利;徐向艺;刘志阳;闫妍;魏江;郜亮亮,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
坚持农业农村优先发展:理论创新与实践探索——第四届中国农业经济理论前沿论坛综述,"2020年全面决胜脱贫攻坚战后,我国将进入后减贫的新历程。从脱贫攻坚走向全面推进乡村振兴,是我国""三农""工作重心的历史性转变。党的十九届五中全会提出,优先发展农业农村,全面推进乡村振兴。习近平总书记在2020年12月28—29日召开的中央农村工作会议上强调,民族要复兴,乡村必振兴。优先发展农业农村、全面推进乡村振兴,是一项具有全局和战略意义的重大任务。如何坚持农业农村优先发展的总方针,实施乡村振兴战略的总目标,促进农业高质高效、",2021,石宝峰;赵敏娟;夏显力;罗必良,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立""中国信息经济学乌家培资助计划"",以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2020年分别进行了第一届至第五届乌家培资助计划的评选。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
以更高质量的制度经济学研究助力构建新发展格局——第三届中国制度经济学论坛(2020)综述,"面对新型冠状病毒肺炎疫情等国内国际新挑战,习近平总书记提出了""加快构建以国内大循环为主体、国内国际双循环相互促进的新发展格局""的蓝图。构建新发展格局是党中央在国内外环境发生深刻变化的大背景下,推动我国开放型经济向更高层次发展的重大战略部署。怎样在新发展格局下进一步讲好中国故事,加强四个自信,以更高质量的制度经济学研究助力构建新发展格局,成为制度经济学的重要问题。为了深入探讨这一问题,制度经济学相关领域的专家学者汇聚一堂,",2021,刘松瑞,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
新阶段·新理念·新格局迈向新征程的中国经济,"新中国成立70多年来,在中国共产党的坚强领导下,全国各族人民团结一心,迎难而上,开拓进取,奋力前行,从封闭落后迈向开放进步,从温饱不足迈向全面小康,从积贫积弱迈向繁荣富强,创造了一个又一个人类发展史上的伟大奇迹,中华民族迎来了从站起来、富起来到强起来的伟大飞跃,正阔步走在中华民族伟大复兴的新征程上。2021年是中国共产党成立100周年,是我国现代化建设进程中具有特殊重要性的一年,是""十四五""规划开局之年,是我国全面建成小康社会、实现第一个百年奋斗目标之后,乘势而上开启全面建设社会主义现代化国家新征程、向第二个百年奋斗目标进军的元年。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
安徽农业大学经济管理学院,"安徽农业大学经济管理学院学院秉持""内涵发展、特色发展、和谐发展""理念,办学规模逐步扩大,教育质量稳步提高。学院现有区域农业发展博士点,农林经济管理、应用经济学、工商管理、公共管理四个一级学科硕士点,农业管理、农村发展、会计、金融四个专业学位硕士点以及MBA教学点;农林经济管理、公共事业管理、旅游管理等12个本科专业。在校本科生2900余人,硕士研究生500余人。现有在职教职工117人,其中博士生、硕士生导师68人。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
计量经济学前沿理论与方法——第四届中国计量经济学者论坛(2020)综述,"一、前沿随着数字经济、网络经济、平台经济的迅猛发展,各个领域的数据不断增多。大数据时代正在到来,传统的量化方法在建模、结构分析和预测中遇到较强的局限性。因此,对中国经济运行进行跟踪、分析和预判及对各项宏观产业政策进行量化评估亟需进一步推广计量经济学理论与方法,从而更好地发挥量化方法在经济社会中的作用。一方面,要坚持不懈继续与国际一流的计量学者和同行保持交流对话,在方法上不断跟进、学习和超越。",2021,纪园园;谢婼青;李世奇;邸俊鹏,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
西南财经大学保险学院诚聘海内外英才,"西南财经大学坐落在享有""天府之国""美誉的成都市,是部属""211工程""和""985工程""优势学科创新平台建设的全国重点大学,入选全国""双一流""建设高校。西南财经大学保险学院现有保险学(含保险科技光华创新实验班、保险精算、保险财务与会计双语实验班)、劳动与社会保障以及精算学三个本科专业;有保险学(含风险管理与保险、国际保险会计、保险精算)和社会保障学两个硕士点,是在全国率先设立的保险专业硕士点;有保险学、社会保险与经济保障两个博士点。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国共产党和马克思主义政治经济学——纪念中国共产党成立一百周年,"在马克思主义政治经济学中国化过程中,中国共产党创造了新民主主义政治经济学、中国特色社会主义政治经济学和当代国际政治经济学。本文简要叙述了这些理论创新的主要内容和重要观点,分析了马克思主义政治经济学中国化的四个基本特征,即人民性、实践性、民族性和时代性,回答了中国共产党为什么能够不断理论创新。结论是:中国共产党的先进性是理论创新的政治基础和前提;马克思主义世界观和方法论是理论创新的思想指引;勤于学习和善于学习是理论创新的思想营养;三大优良作风是理论创新的智慧来源和动力机制。中国共产党风云激荡的百年史,既是新民主主义实践和社会主义实践的伟大斗争史,也是马克思主义政治经济学中国化伟大工程的建设史。展望未来15年,当中国实现社会主义现代化强国远景目标的时候,马克思主义政治经济学中国化必将出现更加光辉灿然的前景。",2021,裴长洪;彭磊,中国共产党一百年;马克思主义政治经济学中国化;理论创新,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
新发展格局下的互联网与数字经济研究——第二届互联网与数字经济论坛综述,"在挑战与机遇并存的2020年,中国的经济发展面临了来自疫情与外部环境的严峻挑战,依靠自身的韧性和全国人民的共同努力取得了举世瞩目的成就。其中我国的互联网企业异军突起,凭借市场与技术优势,为全国与世界人民抗疫提供保障,也成为疫后经济复苏的强劲驱动力。在这一全新的发展格局下,《经济研究》编辑部联合南京大学经济学院共同举办的第二届互联网与数字经济论坛于2020年11月28日召开。",2021,姜舸;安同良;陈孝强,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立""中国信息经济学乌家培资助计划"",以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
宏观之微观意义和微观之宏观启示——第九届宏观经济政策与微观企业行为研究学术研讨会综述,"2020年11月7日,第九届""宏观经济政策与微观企业行为""学术研讨会于暨南大学管理学院顺利召开。会议由经济研究杂志社、北京大学财务分析与投资理财研究中心、南京大学商学院、暨南大学管理学院、重庆大学经济与工商管理学院、清华大学中国经济社会数据研究中心、中国人民大学商学院联合主办。研讨会致力于通过宏观经济政策与微观企业行为相结合的研究视角,构建和发展具有中国特色的经济理论,",2021,饶品贵;罗勇根;陈冬华;姜国华,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
农业经济学研究中的微观数据使用及发展趋势——第三届微观经济数据与经济学理论创新论坛综述,"2020年11月7日,经济研究杂志社和浙江大学中国农村发展研究院共同举办了第三届微观经济数据与经济学理论创新论坛。本文综合论坛入选的研究成果,揭示了微观数据在支撑乃至引领相关研究中发挥的重要作用,同时回顾了中国在""三农""微观数据库方面的建设历史、最新发展和挑战,并提出了可能的解决方案。",2021,钱文荣;茅锐,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中山大學嶺南(大學)學院——华南地区首屈一指的经济管理学院,"作育英才·服务社会EDUCATION FOR SERVICE中山大学岭南(大学)学院地处粤港澳大湾区腹地,是一所国内一流、国际知名的经济管理学院,秉承中山大学""德才兼备、领袖气质、家国情怀""的人才培养目标和""作育英才,服务社会""的岭南传统,致力于经济学、金融学、管理学的教学与研究,为中国乃至全球培养具有人文精神、全球视野的经济管理人才。2015年,学院获得AMBA、EQUIS和AACSB三大国际认证,是中国大陆第三家获此殊荣的商学院,成为全球同时获得三大认证的为数不多的商学院之一。2020年,学院顺利通过三大认证机构的再认证。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
马克思经济学的当代价值及其现实意义研究——评《走进马克思经济学殿堂》,"马克思主义经济学是一门随着时代变化而发展的社会科学理论,是伴随着现代化的脚步而不断完善和实现历史性突破的,加快马克思主义经济学的现代化进程能够进一步完善其理论体系,也能够更好地促进人们对马克思经济学知识内容的消化理解,使其理论成为建设我国社会主义政治经济学的重要内容。当代经济学者卫兴华编写的《走进马克思经济学殿堂》一书,对马克思经济学的当代价值及其现实意义研究具有重要的参考价值和作用。作者汇集了他学术生涯的各个时段,几十年如一日地坚持和发展马克思主义经济学理论,在他的学术文集和专著中阐述了许多与《资本论》有关的重要观点。",2021,杨运筹;孟繁芸,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立""中国信息经济学乌家培资助计划"",以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2020年分别进行了第一届至第五届乌家培资助计划的评选。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
构建新发展格局与马克思主义经济学的创新发展——全国第十四届马克思主义经济学发展与创新论坛综述,"党的十九届五中全会提出""加快构建以国内大循环为主体、国内国际双循环相互促进的新发展格局""。这是直面""百年未有之大变局""和新冠肺炎疫情在全球爆发以来错综复杂的国际国内形势,对""十四五""期间乃至未来更长时间我国经济社会发展战略作出的新的重大谋划,是习近平新时代中国特色社会主义思想的重大理论创新,也为创新发展当代中国马克思主义经济学提供了丰厚的土壤。",2021,孔晓;谢地,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
