Title,Abstract,Year,Author,Keywords,Journal,CLC,Record_ID
现代性的多元镜鉴,"现代性的多元镜鉴是在确认西方现代文明之在先性的同时,提出并论证现代文明及其“现代性”本身的多元生成之可能。通过审察在先的西方现代性生成和演进过程的复杂性、内在张力和当代困境,揭示现代性的基本机理和现代性的多种可能性进路,亦即“西方现代性”之外的另外一种或多种现代性的可能路径,比如中国现代性及其现实可能。经济全球化是实现人类社会“现代性”目标的第一步,也是其必由之路,任何“逆全球化”和“反全球化”的主张和行为,都会妨碍甚至中断人类社会通向“现代性”理想目标的进程。历史和现实经验证明,“构建人类命运共同体”是迄今为止寻求并切近人类“现代性”理想更适合也更具解释力的导向性理念,在理论解释力和彻底性上优于既有的诸如“普世主义”“普遍主义”“世界主义”和“全球主义”,是当代中国对人类现代性的最新理解。",2022,万俊人,现代性;多元镜鉴;人类命运共同体,中国社会科学,,CSS_fe0e8ed60fc6
论中国共产党的现代化观,"中国共产党的现代化观是中国特色社会主义理论的一个有机组成部分。从基本价值取向的维度看,中国共产党的现代化观强调以人民为中心的现代化建设;从物质基础的维度看,中国共产党的现代化观强调现代生产力的决定性作用;从经济全球化的维度看,中国共产党的现代化观极为重视对外开放;从现代化各方面内容推进的维度看,中国共产党的现代化观十分重视全面、协调、可持续的现代化建设;从底线思维的维度看,中国共产党的现代化观十分重视系统性社会风险的防范。中国共产党现代化观具有如是鲜明特征:强烈的实践性品格;鲜明的与时俱进品格;有效的“中国式”的现代化推进方式。",2022,吴忠民,中国共产党现代化观;现代化;市场经济;中国式现代化道路,中国社会科学,,CSS_adccc429828d
马克思的现代性思想与中国式现代化的实践逻辑,"马克思既是资本现代性的批判者,也是新现代性的构建者,他在肯定现代社会生产力发展水平的同时指出资本逻辑的现实化体现为资本无限增殖和膨胀的过程。在批判资本现代性的同时,马克思提出现代化发展的新版本,从而提升了现代文明的品质。马克思主义为中国的民族解放事业提供了科学指导,激活了支撑中国现代化的现实历史的伟力。中国式现代化道路体现了社会主义建设规律和人类社会发展规律,促进了中华优秀传统文化创造性转化和创新性发展,其中创造的人类文明新形态表明,特定的世界历史民族选择了符合自身发展实际的现代化道路,取得的成就具有世界历史意义。",2022,臧峰宇,现代性思想;双重向度;中国式现代化;实践逻辑;中华优秀传统文化,中国社会科学,,CSS_629aa70490ef
从控制到利用:刑法数据治理的模式转换,"数据安全和数据共享是数据治理的基本目标。受数据赋权观念的影响,现行刑法采用了控制模式,重在禁止“获取”“泄漏”“窃取”数据的行为,并借此对滥用行为进行事前防范。控制模式忽视了数据的公共产品属性,无法全面、有效保护数据法益,导致既无法有效维护数据安全,亦难以实现数据共享。旨在规制滥用行为的利用模式,是刑法数据治理模式调整的现实方向。利用模式可基于以下路径实现:刑法总则中设置专门条款,指导分则数据法益的解释;适当限制控制模式立法,发挥数据的独立价值;增加滥用算法罪、非法提供算法服务罪,弥补现行刑法规范供给不足的缺憾;积极探索涉数据犯罪的违法阻却事由,避免因刑法介入过度而抑制数据共享目标的实现。",2022,于改之,数据安全;数据法益;刑法治理;控制模式;利用模式,中国社会科学,,CSS_0bfbb9d321a4
农民基本健康权利保障体系建构与演进逻辑——“防大疫克常疾”实践经验探索,"中华人民共和国成立以来,着力根治因大疫与常疾导致的人民健康水平不佳、平均寿命过低问题,在很大程度上成为保障人民基本健康权利的核心任务。党和政府首先面向农村地区,推进农民基本健康权利保障体系建构,一种兼顾“防大疫克常疾”的健康权利保障体系建构事业开启并不断发展,它经历了从初步探索、全面推进、分散探索、政策创新到制度升级的演进轨迹。这种权利保障的发展演进逻辑,不仅遵循马克思主义基本原理,而且以组织记忆方式将防大疫克常疾链接为整体。中国农民基本健康权利保障体系的建构,使得防大疫各类“专用资产”合理地转化为常规性医疗保障资源,并通过社会主义宏观调控优势保证了防大疫克常疾的“预算拆用权”,进而形成了行动性增量保障农民基本健康权利体系建构的中国路径。为提升农民基本健康权利保障水平,我们要继续推进农村防大疫克常疾工作的一体化步伐,将组织记忆的经验予以制度化,从而进一步实现城乡居民健康服务均等化。",2022,尚虎平;黄六招,农民基本健康权利保障体系;防大疫克常疾;组织记忆;基本公共服务均等化,中国社会科学,,CSS_d4ffd8049d88
证券中介机构法律责任配置,"随着我国股票发行体制改革的深入,我国引入了美国学者提出的看门人理论,并以此作为不断加重中介机构责任的理论依据,试图通过严厉的法律责任促进资本市场中介机构“看门”职能的实现。但责任轻重亦有限度,如果责任过重,有违“过责相当”原则,将不利于资本市场生态平衡。中介机构法律责任的配置,应考虑分配正义、激励相容、商业逻辑和国家竞争等诸多因素,以实现各方利益均衡。看门人理论与制度存在根本缺陷,应以“追首恶”理论与制度取代之,以合理分配风险,科学配置法律责任,强化“追首恶”与精准打击;在区分故意与过失的基础上,限缩连带责任之适用;在区分公开发行市场责任与公开交易市场责任的基础上,分别设置不同的责任限额,以促进资本市场健康、理性、协调发展。",2022,邢会强,市场看门人;追首恶;独立专家顾问;连带责任,中国社会科学,,CSS_7eb360a39fcc
走向“特定性哲学”——政治经济学批判对马克思哲学革命的深化,"马克思哲学革命的内在推动力,主要是政治经济学批判的发展。政治经济学批判使得马克思能够在特定社会科学形式中构建一种切中“现代的特定现实”的哲学新形态。从《德意志意识形态》的历史唯物主义到《资本论》及其手稿在特定社会形态中建构的历史唯物主义,不能理解为一种从普遍到特殊的“推广”和“应用”式的演绎推理,而应理解为从一般形态历史唯物主义上升到更为具体深刻的特定形态历史唯物主义的思想综合过程。《资本论》的思想逻辑揭示出现代资本主义社会本质内核展开为浅层表现的生成过程,能够总体再现本质与现象的共时性结构与历时性进程,因而是一种特定社会存在论。这种特定社会存在论聚焦于诸种“社会定在”何以历史地可能的具体存在论问题,并蕴含“社会存在一般”何以可能的一般存在论问题作为抽象环节,因而仍然属于哲学思想范畴。政治经济学批判为历史唯物主义打开了历史特定性和开放性维度,真正基于时代变迁和社会差异,把握住了过去、现在与未来之间的历史性辩证法。政治经济学批判将自身凸显为一种越出整个传统哲学视界的新型“特定性哲学”,从而为构建当代中国马克思主义哲学提供了极为关键的理论启示。",2022,郗戈,《资本论》哲学思想;历史唯物主义;特定性哲学;当代中国马克思主义哲学,中国社会科学,,CSS_e5b5898748af
“中国马克思主义哲学”何以可能,"“中国马克思主义哲学”指“中国化”马克思主义哲学,它是原生形态马克思主义哲学经过汉语世界的创造性转化与创新性发展而形成的具有中国特色的马克思主义哲学。其转化与发展的具体机制包括文本翻译与解释、“两个结合”以及哲学大众化。经过转化与发展而形成的中国马克思主义哲学仍处于马克思主义哲学传统之内,是因为它坚持了人民立场、“两个决定”观点、唯物辩证法。马克思主义哲学中国化百余年间,次第出现了社会进化论、唯物史观、辩证唯物主义和历史唯物主义、人道主义、实践唯物主义等整全性知识体系,以及若干分支性或部门性知识体系。原创性、继承性、主体性相统一是中国马克思主义哲学的鲜明特征。对于中国马克思主义哲学生成机制的考察,重在揭示原创性;对于中国马克思主义哲学传统的考察,重在揭示继承性;对于中国马克思主义哲学知识体系的考察,重在揭示主体性。",2022,单继刚,中国马克思主义哲学;生成机制;哲学传统;知识体系,中国社会科学,,CSS_2297c268d881
社会诚信建设与基层治理能力的再造,"面对社会公德违反行为和轻微违法行为,基层治理缺乏合法有效的制约方法,治理能力面临挑战。以家庭诚信档案为基础的社会诚信建设,将基层群众在治理事务中的行为纳入诚信评价,在不同的治理事务、不同的家庭成员之间建立责任连带性,化解了基层治理难题,再造了基层治理能力。将基层治理与其可以调动的资源及背后的话语结合起来,可以从治权和话语权两个方面进行理论解释。因财政能力限制而缺乏配置性资源,因社会转型和治理变迁而缺乏权威性资源,导致基层治权相对不足,而社会诚信机制通过建立责任连带性,为基层治理创设新的权威性资源,弥补了基层治权的不足。因人民话语的转型和权利话语的兴起,基层治权缺乏话语权支持,而社会诚信机制通过对接“自治、法治、德治相结合”的话语,为基层治理重建了话语权。基层治理能力的再造,实质是不同维度国家能力的建设和重组。",2022,陈柏峰,社会诚信;基层治理能力;国家能力;治权;话语权,中国社会科学,,CSS_177d027fd421
增强审计监督合力——基于注册会计师行业职能的历史考察,"公司财务舞弊大案要案频出,对注册会计师行业普遍面临信任危机进行交叉学科的历史溯源发现,美国《1933年证券法》推行的“强制性注册会计师审计制度”是重要成因。建议修改强制性注册会计师审计制度,建立政府监管机构和单位内部监督机构自愿委托的注册会计师协助机制,实施增强监督合力的国家审计制度。基于统一社会信用代码,合理划分政府监管机构的监督权限,建立统一的财会监督信息平台,定能更好地实行全面审计、持续审计和跟踪审计。",2022,周华;戴德明;刘俊海,注册会计师;财会监督;审计监督;中国特色,中国社会科学,,CSS_a8bc431ec583
区域协调发展的国家保障义务,"区域协调发展的国家保障义务既有宪法指导思想的根本依据,也有贯彻新发展理念国家目标条款和社会主义原则的规范基础。区域协调发展国家保障义务的本质是区域实质平等,属性为客观法义务,内容由目的性义务和手段性义务构成。目的性义务体现为国家对欠发达地区在基本生活保障、基本公共服务、基础设施建设方面的给付;手段性义务体现为区域协调发展国家目标对立法、行政和监督行为的约束。应当根据比例原则和效能原则划定目的性义务的限度。建构区域协调发展法律体系,倾斜配置地方立法权,适度干预地方人才、产业补贴政策,实施多元化综合监督,是手段性义务的主要内容。作为国家目标条款确定的国家义务范例,区域协调发展国家保障义务的基本原理可普遍化为国家目标条款的一般理论。",2022,李海平,区域协调发展;国家目标条款;国家义务;共同富裕;实质平等,中国社会科学,,CSS_eabd1b508b9a
21世纪马克思主义的基础性问题,"从学术视阈,运用马克思主义历史发展的“连续性和阶段性统一”“时空分析”“普遍和特殊辩证关系”的解释框架,探究21世纪马克思主义的基础性问题,深入阐释21世纪马克思主义的原创性贡献。21世纪马克思主义,是与资本主义历史性变化和社会主义运动中心历史性转移密切相关的概念,是中国理论走向世界和未来的标识性符号。随着21世纪世界社会主义运动中心历史性地转移到当代中国,中国理论界提出“发展21世纪马克思主义”这一重大论断,这也是一个具有标识性且正在生成的重大命题。既要从历史发展的连续性和阶段性统一理解21世纪马克思主义,也要从牢固坚守、反思现代、与时俱进、胸怀天下、引领时代的统一理解21世纪马克思主义。发展21世纪马克思主义,应在赓续马克思主义根本立场、价值取向、理想信念、基本原理、方法原则的基础上,深入研究当代中国和世界的现代化演进逻辑,研究“两个大局”、当代中国和世界交融互动、社会主义和资本主义并存背景下提出的重大时代课题,研究马克思主义中国化、当代中国马克思主义和21世纪马克思主义之间的关系。习近平新时代中国特色社会主义思想就是21世纪马克思主义,为发展马克思主义提供了具有世界历史意义的“典型样本”,从实践、理论和历史三个层面作出了原创性贡献,为解释当今世界与观察时代、把握时代、引领时代提供了科学理论体系。",2022,韩庆祥,习近平新时代中国特色社会主义思想;21世纪马克思主义;世界社会主义运动,中国社会科学,,CSS_7aff5c4e27d1
全面建成小康社会与中国式现代化新道路,"小康社会是中国共产党人把马克思主义基本原理同中国具体实际相结合、同中华优秀传统文化相结合的伟大创造。在从小康到全面建成小康社会的不断探索中,党领导人民创造了中国式现代化新道路,创造了人类文明新形态。中国式现代化新道路是创造人民美好生活的必由之路,是全面建成社会主义现代化强国、实现中华民族伟大复兴的必由之路。中国式现代化新道路的巨大成功,彰显了中国特色社会主义制度的巨大优越性,对于那些既想保持独立又想发展的广大发展中国家实现现代化具有重要的借鉴意义。在全面建成小康社会的基础上,以习近平同志为核心的党中央团结带领全国各族人民乘势推进全面建设社会主义现代化国家新征程,并在新的历史起点上明确了基本实现共同富裕的战略目标,擘画了中国式现代化未来发展的新蓝图。新的征程上,中国式现代化新道路必将在习近平新时代中国特色社会主义思想指引下不断拓展和深化,继续创造更大辉煌,为人类文明发展进步事业作出新的更大贡献。",2022,王灵桂,小康社会建设;中国式现代化道路;中华民族伟大复兴,中国社会科学,,CSS_1e48b2b3b8f7
秦汉乡里社会演变与国家治理的历史考察,"乡里是秦汉国家的社会基础,也是国家治理的重要对象。在四百多年的历程中,秦汉国家在乡里治理上多有创新,开创了我国封建社会大一统中央集权国家乡里治理模式之先河。社会演变是国家治理方式转变的根本动因,国家治理方式的转变又是社会演变在政治领域里的反映。春秋战国以降的社会变革,推动了秦汉国家治理的革新,也推动了国家在乡里治理上的积极探索。在乡里社会演变过程中,国家通过对社会流动的控制与治理、对乡里社会结构变化所带来的社会问题的治理、对宗族组织兴起的管控与治理,体现了秦汉乡里社会治理的主要特点,既积累了丰富经验,也留下深刻教训。",2022,卜宪群,乡里社会;国家治理;社会流动;社会结构,中国社会科学,,CSS_57b224f65c8e
中国人类学对中国式现代化的理论探索,"在中国式现代化的探索与建设历程中,中国人类学家作出了理论和实际的双重贡献。从民国时期开始,他们就自觉探索不同于西方的中国现代化发展路径。他们立足于中国实际与西方理论的融通,从没有把西方民主、自由和个体主义当作现成答案,而是始终面向中国社会的独特性,探寻适应本土文化的社会学、人类学方案。近一百年来,人类学视野中的中国式现代化变革,核心议题有三:国族建构、经济建设和精神启蒙。围绕三者的关系及其展开,出现了具有中国特色和创新性的理论方案。这些方案在整体上构成具有内部结构和层次的中国式现代化的人类学理论系统。中国人类学应以此为基础,促进新理论模式的构建。",2022,杨清媚,中国人类学;国族建构;文化自觉;经济伦理,中国社会科学,,CSS_bfe6ee3a206e
马克思的社会转型思想,"马克思所处的时代正是西方社会从传统向现代的转型时代,不同的学者从不同的立场出发,对这一转型进行了不同的分析,浪漫主义、自然主义、批判的改良主义构成了当时的主要思潮。马克思在其思想发展的不同阶段,对资本主义社会变迁有着不同的理解。在撰写博士论文及主编《莱茵报》时期,他以理性的自我意识为基础批判德国封建的专制制度。1844年之后,马克思通过整合哲学、政治经济学和社会主义思潮,描述了从中世纪到近代资本主义社会的转型过程,形成了以异化逻辑、生产逻辑、资本逻辑为基础的三个不同阶段的批判性话语。相比于浪漫主义、自然主义、批判的改良主义,马克思提出了面向未来的重建这一思路。马克思对资本主义社会转型的思考,为我们理解当下的社会发展和变迁提供了理论指导。",2022,仰海峰,马克思;社会转型;异化逻辑;生产逻辑;资本逻辑,中国社会科学,,CSS_84ab977d8c9e
中国共产党百年社会政策的实践与经验,"中国共产党在百年发展中,秉持以人民为中心,为中国人民谋幸福,为中华民族谋复兴的初心,在各个时期都致力于主张、制定和实施社会政策,以实现其保障和改善民生并推动革命、建设、改革的目标。中国共产党百年的社会政策发展始终坚持为了中国人民的根本利益,将革命理想与经济社会现实相结合,重视社会公平与经济效率的结合,注重社会政策的体系完整性和结构合理性,不断优化民生保障的责任主体。在新的历史时期,面对新的挑战,社会政策未来发展中应认真总结传承百年社会政策发展的经验,始终坚持以人民为中心的发展理念,积极回应我国高质量发展和共同富裕道路的要求,提高对人口、经济和社会发展中各种新问题、新风险的应对能力,更加高效能地发挥作用,并进一步加强社会政策理论研究、学科建设和国际传播与交流。",2022,关信平,中国共产党;百年历史;社会政策,中国社会科学,,CSS_27097e995054
发展无愧于新时代的中国理论,"中国特色社会主义新时代深入发展,中华民族伟大复兴进入不可逆转的历史进程。伴随着中国人民从站起来、富起来到强起来的坚实脚步,中国理论、中国学术、中国特色哲学社会科学是否也实现了从站起来、富起来(繁荣)到强起来的历史性飞跃?换言之,中国理论、中国学术、中国特色哲学社会科学在民族复兴进程中,理应而事实上承担何种角色、发挥何种作用、作出何种贡献?毋庸讳言,对于这一时代之问、实践之问、人民之问,理论学术界恐怕不那么自信。而学术自信的不坚挺、",2022,本刊评论员;方军,,中国社会科学,,CSS_626076cdd59c
当代中国历史方位和发展阶段的科学判断及其演进逻辑,"对社会发展规律和发展阶段的把握是一个重大课题。任何一种社会形态,包括社会主义社会,既是不断变化、长期发展的历史过程,又是分阶段演进、阶梯式发展的历史过程。在近代中国的时代背景下,中国共产党团结带领中国人民在不懈奋斗和艰辛探索中,历史性地选择了社会主义。在社会主义革命、建设、改革的进程中,中国共产党根据马克思主义关于社会发展及阶段划分理论,总结世界社会主义运动正反两方面经验,立足当代中国社会发展实际,创造性地探索中国社会发展规律,在不同历史时期对中国社会历史方位、发展阶段、主要矛盾、历史任务进行主动探索、作出科学判断,在历史发展关键时期保证党的理论和路线方针政策的正确。新中国成立以来特别是改革开放以来,我们党作出关于社会主义初级阶段、中国特色社会主义新时代、新发展阶段等历史方位和发展阶段的重大判断,体现了中国社会发展连续性与阶段性、量变与质变的辩证统一,对于自觉遵循当代中国发展规律及演进逻辑,发挥历史能动性和把握历史主动性,顺应社会发展趋势以推动阶段性飞跃,推进中国社会合乎规律地向前发展,具有重大理论和现实意义。",2022,姜辉;林建华,历史方位;发展阶段;社会主义初级阶段;中国特色社会主义新时代;新发展阶段,中国社会科学,,CSS_a08f8763f473
中国式现代化进程中的乡村振兴与伦理重建,"中国式现代化是一条独具中国特色的现代化道路。这一理解为中国乡村伦理的现代转型提供了基本指向。在中国乡村的现代化进程中,城市和乡村分别完成了从""寄生""到""中心""、从""主宰""到""依附""的""转身"",这一""转身""既包括了乡村与城市关系、乡村内部关系与结构的转向及其所指向的伦理转型,也体现为中国农民的身份转变及其所引发的道德问题,并由此而生成转型期中国乡村社会特有的道德图景。以中国乡村伦理的现代重建实现乡村伦理的现代转型,方能为乡村振兴战略的实施提供价值引领和精神动力。中国乡村伦理的现代重建应当基于马克思主义唯物史观的基本立场和方法,确立以农民为本的乡村发展伦理;以现代化样式和发展路径多样性的阐释为参考,重视""地方性道德知识""对乡村伦理现代重建的资源意义;以对""现代性危机""的反思和批判为警醒,将""记得住的乡愁""作为乡村伦理现代建构的道德文化之根。",2021,王露璐,中国式现代化;乡村振兴;伦理重建,中国社会科学,,CSS_fa60a33aeed3
平台技术赋能、公共博弈与复杂适应性治理,"平台是一个由多主体交互作用、数据与技术驱动的复杂适应性网络生态系统,具有结构复杂、行为复杂、功能复杂、治理复杂等特征,存在边界的开放性与价值分配的闭环性悖论。作为一种新型的社会资本,平台具有赋能、赋权与控制三种能力,平台赋能与平台规模之间满足""幂律法则"",并通过增量式赋权与外部整合重构等机制实现赋能。平台发展带来诸多""创造性破坏"",存在责任异化、技术滥用、算法控制、公共博弈、数据安全等问题。平台治理需要从复杂性理论出发对平台结构、渠道、算法、规则、权责等进行复杂适应性治理,在盈利性与社会责任、专属性与公共性、创新与安全等方面实现动态平衡,提升平台的技术赋能与公共服务能力,防止平台异化。从技术赋能、公共博弈与复杂适应性治理几个方面,对平台治理的逻辑进行系统思考,提出平台治理的科学模式和有效机制。",2021,范如国,平台治理;技术赋能;公共博弈;复杂适应性理论,中国社会科学,,CSS_685c4cf88329
中国式现代化和新发展社会学,"中国式现代化是非常罕见的巨大社会变迁,呈现诸多独有的特点,经济体制变革和社会结构转型同时进行,跨越式发展和发展阶段叠加,人口规模庞大,世界影响深远。基于中国式现代化的经验,中国在发展的理念、发展的动力、发展的比较优势、发展的约束条件、发展的瓶颈问题、发展的目的等一系列重大发展议题上,形成了自身的理论体系,为构建新发展社会学奠立了基础。",2021,李培林,中国式现代化;新发展社会学;中国经验;社会变迁,中国社会科学,,CSS_927e978e52d5
作为文明研究的社会学,"社会学的开创者,无不以现代性的文明化进程为入手点,对社会构造的总体特征给出既具有实证基础又具有整全视野的分析和判断。中国社会学的兴起以及在学术进步中所坚持的发问方式,始终与中国文明的思想基质、制度形态、文化模式、民族属性和政治框架之总体结构紧密联系在一起,也始终与中国同整个世界交往、沟通甚至相互塑造的方式紧密联系在一起。就此而言,西方经典社会学家的思想方法和问题视域,与其说给了我们值得效仿的路径,规定了我们的思考轨迹,不如说正是他们在思想上的非凡努力,激发了中国社会学面向自身文明与现代世界接壤和碰撞处所展现的蔚为壮观的思想图景。当前,中国社会的发展正面临着世界历史前所未有的大时代,社会学应以时代赋予的使命,将古今中外仍在发挥着活的社会演变效应的文明要素纳入自身的视野内,以长远的眼光来审视中国与世界正在发生的一切。若要将中国的现代化探索从学理层面上升到人类根本处境的高度,创造人类文明的新形态,社会学需要开拓出全新领地,返回经典的视域。",2021,渠敬东,现代化;文明研究;经典视域;社会学,中国社会科学,,CSS_0102d5c64163
数字时代的社会变迁与社会研究,"进入21世纪,中国经济社会的高速发展与数字时代的来临高度重合。数字时代的信息通信技术革命性地改变了人与人之间相互连接与互动交流的方式,彻底改变了人们的生产与生活,带来了根本性的社会变迁。数字社会研究需要新的范式、方法与思路。当前的中国数字社会研究有着天然的优势,包括巨大的人口规模、各个领域对数字技术的广泛使用以及丰富的社会生活数据。面对历史机遇,社会学界应积极投入数字社会研究,并基于经验研究的积累,提炼新概念、促生新思想、建构新理论,贡献关于数字社会研究的知识。",2021,王天夫,数字社会;社会变迁;数字社会研究;社会思想与理论,中国社会科学,,CSS_e3250a9d8e80
中国共产党领导中国走向富强的百年探索,"百年来中国共产党的风雨征程,是一部实现求富求强中国梦、为中华民族伟大复兴而不懈奋斗、牺牲和创造的历史。中国共产党领导的新民主主义革命为追求富强创造了根本社会条件。成立新中国和确立社会主义基本制度,奠定了求富求强的政治前提和制度基础。改革开放以来,""贫穷不是社会主义""打破了束缚人们追求财富的观念枷锁,建立和完善社会主义市场经济体制激发了全社会创造财富的巨大热情,国民财富获得了前所未有的增长。中国特色社会主义进入新时代,以经济总量与财富存量衡量的综合国力大幅提升;消除绝对贫困,实现全面小康,为通向共同富裕迈向现代化强国奠定了坚实基础。中国共产党团结领导全国人民追求国家繁荣富强、人民共同富裕的基本经验大体可归纳为四方面:第一,独立自主的探索是求得后发赶超和国强民富的关键要诀;第二,以人民为中心的发展思想体现求富求强的价值旨归;第三,不断解放和发展生产力,让一切创造社会财富的源泉充分涌流;第四,中国特色社会主义道路为实现中华民族伟大复兴指明了正确的前进方向。",2021,张晓晶,中国共产党;全面建成小康;共同富裕;中华民族伟大复兴,中国社会科学,,CSS_455b49de784a
历史规律的辩证性质——马克思文本的呈现方式,"从《德意志意识形态》开始,马克思恩格斯就把对人类历史发展一般规律与具体社会形态发展特殊规律的辩证统一性的探讨视为唯物史观的应有之义。在《资本论》中,这种理论特点通过资本主义批判的科学方法论而清晰地展现出来。马克思恩格斯凭借这样的辩证解读视角在历史观解读上超越同时代其他思想家。对这一点的强调不仅有利于我们对当代国外学界从一般规律与特殊规律的二元论框架来解读唯物史观的理论努力进行有效的剥离,从而使我们对唯物史观的深层内涵作出更为清晰的把握,而且还能使我们在历史观和方法论层面上更好地理解中国特色社会主义的伟大实践对唯物史观的继承与发展。",2021,唐正东,一般规律;特殊规律;唯物史观;辩证统一,中国社会科学,,CSS_4d1f87de5515
探究政策机制的类型匹配与运用,"从现代化角度审视,总结与归纳改革开放进程中的政策机制与模式匹配,有助于当前国家治理体系现代化建设,也为更长时段的国家治理调整提供思考。长期以来,我国在重大体制机制改革或新型政策体系的决策实施中,形成了国家治理中的行政主导机制,实现了较高的治理效率。新时代的政策环境发生了显著改变,公众对政策问题解决、决策科学性、政府治理能力都有了更高的要求。在以精准施政为支撑的高质量发展阶段,我国公共政策过程也正在配合着政策对象的多元趋势,演化出了多方博弈机制和影响网络机制,契合了宏观政策环境的变化。政策机制的运用从单一走向多元意味着治理形态呈现权变特征,而政策机制运用的转型体现了时代发展的历史必然性。在重大政策改革中,公共政策类型的分化与行政主导机制不匹配带来的施政挑战亟须关注。通过灵活协调使用各类政策机制,能够减少模式匹配带来的经济社会成本,保障全面深化改革效果。",2021,赵静;薛澜,治理现代化;政策机制;权变策略;国家治理,中国社会科学,,CSS_a93049fef84b
空间正义实现的公共规制,"在经济场域,空间正义主要表现为国土空间开发利用中公众的空间权利配置充分、资本的空间分布均衡、公共资源的空间分配合理和空间经济结构的规范有序。公共规制在保障空间正义目标达致中具有重要功能,在空间正义实现中应科学运用。我国空间正义实现中的公共规制制度体系已相对完备。经济自由权、社会保障权、财产权的社会义务以及国民经济和社会发展规划国家战略,是我国公共规制保障空间正义在宪法层面的依据。税收优惠、金融服务、财政分配、空间经济规划等制度,是我国公共规制保障空间正义的实践基点。通过优化公共规制实现空间正义,需构建以公众经济权利充分实现为中心的公共规制基础机制,以系统化实施为中心的公共规制实施机制,以绩效评估为中心的公共规制运行保障机制。",2021,靳文辉,空间正义;公共规制;市场失灵;空间权益;协调发展,中国社会科学,,CSS_69ecc711342f
当代中国马克思主义的哲学境界,"习近平新时代中国特色社会主义思想开辟了马克思主义发展的新境界,是以促进中国与世界共同发展、辩证融合为使命的当代中国马克思主义。这一思想将世界历史的现实转变视为人类社会发展的机遇和条件,促使历史观的生成性变革与开放性发展同世界历史不断合理化的过程深入结合,彰显出其洞悉世界历史变化和把握未来世界历史走向的大历史观,体现了在历史发展进程中对人类社会的现实问题进行反思与超越的双重要求。当代中国马克思主义对现实领域中的基本问题、重大问题、关键问题和突出问题及其关系结构的把握日益明晰,以创造性的实践回应了现实问题域的改变,将合规律性与合目的性辩证统一的问题导向落实到变革现实的实践进程中,体现了对现实问题的规律性认识与创造性实践相融合的方法论。中国与世界共同发展以及共建国际治理体系的革命性实践,展现了当代中国马克思主义的体系意识自觉和创造""人类文明新形态""的有序推进,是对传统建构性理论的突破和对马克思主义世界观的创新。当代中国马克思主义塑造了将人的解放与人自身发展的需要融为一体的哲学精神,明确了马克思主义的哲学使命与哲学意义相融贯的时代价值。",2021,刘同舫,当代中国;马克思主义;哲学境界,中国社会科学,,CSS_3be6a7b3c319
浪漫反讽与实践辩证法,"浪漫反讽与实践辩证法二者,因为前者反思传统形而上学、批评观念论辩证法绝对、冷峻、僵化而对后者具有一定参考价值。浪漫反讽以诗学来补充和改造传统哲学的立场给我们的启示是,辩证法不能只在哲学层面上理解,必须在一个更大的跨学科视野内才能充分展现其魅力。但浪漫反讽及其随后的""创作""主要局限在人文领域,通过不断到未被现代性污染的""远方""唤醒、磨炼自我以及借由无限内在反思获得的""原我""来实施,同实践辩证法进一步拓宽到经济与社会视野、在生产关系的物化中看到进步和局限的二重性相比,而显得过于单纯和充满局限性。实践辩证法超越了仅仅在语言、逻辑、观念层面看待辩证结构,以及仅仅在人文、艺术领域从事批判和创作的传统;超越了浪漫派追求无限但容易陷入虚妄的""辩证法"",改造、提升了浪漫反讽的现代性批判及其政治实践追求。拒斥传统形而上学,不单依靠社会经济理性及其成就,也对文学艺术及其力主的生动性、感性、情感存在开放,达成人与自然的有机统一,对于防范辩证法走向绝对和僵化具有一定积极意义。",2021,刘森林,浪漫反讽;实践辩证法;跨学科性,中国社会科学,,CSS_d88eb5b3a949
数字时代的技术与文化,"数字技术极大地推动了文化产业发展,文化产业也成为数字技术最重要的应用领域之一,数字文化产业的现状与未来成为重要研究领域。技术与文化关系的演变分为技术未赋能、技术加持和数字技术赋能三个阶段。可以从赋能消费者、赋能创意者、赋能生产者、赋能社交行为和赋能文化传播五个方面来分析数字技术如何提升文化产业的效率,如何推动数字内容成为文化产业的主体部门和数字传播成为文化传播的主要渠道。数字技术对文化产业结构存在影响,文化消费结构、生产结构、市场结构和国内外比例结构等都发生了显著变化。中国发展数字文化产业具有两大优势:大市场与传统文化资源。目前,对数字文化产业发展存在一个质疑,即数字技术的强大力量是否会导致技术表现强、文化内涵弱的问题。实际上,创作者追求文化内涵的动力和消费者对文化内涵的向往,将推动数字时代不断产生内涵丰富、持久传承的文化精品,数字与技术的融合既能形成多元文化生机勃勃的文化原野,也能造就具有深刻思想和精湛艺术表现的文化高峰。",2021,江小涓,文化产业;数字文化;数字化传播;文化服务,中国社会科学,,CSS_920505555507
